"DateTime","Q","Site"
2019-06-27 17:15:00,581.976479787893,"STRT"
2019-06-27 17:30:00,581.976479787893,"STRT"
2019-06-27 17:45:00,574.470058923461,"STRT"
2019-06-27 18:00:00,574.470058923461,"STRT"
2019-06-27 18:15:00,585.729690220109,"STRT"
2019-06-27 18:30:00,596.989321516757,"STRT"
2019-06-27 18:45:00,578.223269355677,"STRT"
2019-06-27 19:00:00,589.482900652325,"STRT"
2019-06-27 19:15:00,593.236111084541,"STRT"
2019-06-27 19:30:00,589.482900652325,"STRT"
2019-06-27 19:45:00,593.236111084541,"STRT"
2019-06-27 20:00:00,585.729690220109,"STRT"
2019-06-27 20:15:00,600.742531948973,"STRT"
2019-06-27 20:30:00,600.742531948973,"STRT"
2019-06-27 20:45:00,596.989321516757,"STRT"
2019-06-27 21:00:00,593.236111084541,"STRT"
2019-06-27 21:15:00,604.49574238119,"STRT"
2019-06-27 21:30:00,596.989321516757,"STRT"
2019-06-27 21:45:00,604.49574238119,"STRT"
2019-06-27 22:00:00,604.49574238119,"STRT"
2019-06-27 22:15:00,608.248952813406,"STRT"
2019-06-27 22:30:00,619.508584110054,"STRT"
2019-06-27 22:45:00,608.248952813406,"STRT"
2019-06-27 23:00:00,627.015004974486,"STRT"
2019-06-27 23:15:00,615.755373677838,"STRT"
2019-06-27 23:30:00,623.26179454227,"STRT"
2019-06-27 23:45:00,623.26179454227,"STRT"
2019-06-28 00:00:00,615.755373677838,"STRT"
2019-06-28 00:15:00,627.015004974486,"STRT"
2019-06-28 00:30:00,608.248952813406,"STRT"
2019-06-28 00:45:00,619.508584110054,"STRT"
2019-06-28 01:00:00,615.755373677838,"STRT"
2019-06-28 01:15:00,615.755373677838,"STRT"
2019-06-28 01:30:00,608.248952813406,"STRT"
2019-06-28 01:45:00,615.755373677838,"STRT"
2019-06-28 02:00:00,619.508584110054,"STRT"
2019-06-28 02:15:00,623.26179454227,"STRT"
2019-06-28 02:30:00,619.508584110054,"STRT"
2019-06-28 02:45:00,608.248952813406,"STRT"
2019-06-28 03:00:00,627.015004974486,"STRT"
2019-06-28 03:15:00,627.015004974486,"STRT"
2019-06-28 03:30:00,630.768215406702,"STRT"
2019-06-28 03:45:00,623.26179454227,"STRT"
2019-06-28 04:00:00,612.002163245622,"STRT"
2019-06-28 04:15:00,608.248952813406,"STRT"
2019-06-28 04:30:00,615.755373677838,"STRT"
2019-06-28 04:45:00,619.508584110054,"STRT"
2019-06-28 05:00:00,623.26179454227,"STRT"
2019-06-28 05:15:00,619.508584110054,"STRT"
2019-06-28 05:30:00,627.015004974486,"STRT"
2019-06-28 05:45:00,612.002163245622,"STRT"
2019-06-28 06:00:00,627.015004974486,"STRT"
2019-06-28 06:15:00,627.015004974486,"STRT"
2019-06-28 06:30:00,627.015004974486,"STRT"
2019-06-28 06:45:00,630.768215406702,"STRT"
2019-06-28 07:00:00,615.755373677838,"STRT"
2019-06-28 07:15:00,615.755373677838,"STRT"
2019-06-28 07:30:00,619.508584110054,"STRT"
2019-06-28 07:45:00,604.49574238119,"STRT"
2019-06-28 08:00:00,627.015004974486,"STRT"
2019-06-28 08:15:00,627.015004974486,"STRT"
2019-06-28 08:30:00,623.26179454227,"STRT"
2019-06-28 08:45:00,612.002163245622,"STRT"
2019-06-28 09:00:00,608.248952813406,"STRT"
2019-06-28 09:15:00,612.002163245622,"STRT"
2019-06-28 09:30:00,612.002163245622,"STRT"
2019-06-28 09:45:00,627.015004974486,"STRT"
2019-06-28 10:00:00,612.002163245622,"STRT"
2019-06-28 10:15:00,627.015004974486,"STRT"
2019-06-28 10:30:00,612.002163245622,"STRT"
2019-06-28 10:45:00,612.002163245622,"STRT"
2019-06-28 11:00:00,604.49574238119,"STRT"
2019-06-28 11:15:00,619.508584110054,"STRT"
2019-06-28 11:30:00,615.755373677838,"STRT"
2019-06-28 11:45:00,615.755373677838,"STRT"
2019-06-28 12:00:00,608.248952813406,"STRT"
2019-06-28 12:15:00,615.755373677838,"STRT"
2019-06-28 12:30:00,589.482900652325,"STRT"
2019-06-28 12:45:00,612.002163245622,"STRT"
2019-06-28 13:00:00,600.742531948973,"STRT"
2019-06-28 13:15:00,593.236111084541,"STRT"
2019-06-28 13:30:00,615.755373677838,"STRT"
2019-06-28 13:45:00,608.248952813406,"STRT"
2019-06-28 14:00:00,612.002163245622,"STRT"
2019-06-28 14:15:00,604.49574238119,"STRT"
2019-06-28 14:30:00,615.755373677838,"STRT"
2019-06-28 14:45:00,596.989321516757,"STRT"
2019-06-28 15:00:00,589.482900652325,"STRT"
2019-06-28 15:15:00,589.482900652325,"STRT"
2019-06-28 15:30:00,578.223269355677,"STRT"
2019-06-28 15:45:00,585.729690220109,"STRT"
2019-06-28 16:00:00,593.236111084541,"STRT"
2019-06-28 16:15:00,578.223269355677,"STRT"
2019-06-28 16:30:00,581.976479787893,"STRT"
2019-06-28 16:45:00,578.223269355677,"STRT"
2019-06-28 17:00:00,574.470058923461,"STRT"
2019-06-28 17:15:00,581.976479787893,"STRT"
2019-06-28 17:30:00,578.223269355677,"STRT"
2019-06-28 17:45:00,581.976479787893,"STRT"
2019-06-28 18:00:00,578.223269355677,"STRT"
2019-06-28 18:15:00,574.470058923461,"STRT"
2019-06-28 18:30:00,574.470058923461,"STRT"
2019-06-28 18:45:00,574.470058923461,"STRT"
2019-06-28 19:00:00,574.470058923461,"STRT"
2019-06-28 19:15:00,581.976479787893,"STRT"
2019-06-28 19:30:00,578.223269355677,"STRT"
2019-06-28 19:45:00,581.976479787893,"STRT"
2019-06-28 20:00:00,589.482900652325,"STRT"
2019-06-28 20:15:00,578.223269355677,"STRT"
2019-06-28 20:30:00,596.989321516757,"STRT"
2019-06-28 20:45:00,612.002163245622,"STRT"
2019-06-28 21:00:00,593.236111084541,"STRT"
2019-06-28 21:15:00,619.508584110054,"STRT"
2019-06-28 21:30:00,600.742531948973,"STRT"
2019-06-28 21:45:00,593.236111084541,"STRT"
2019-06-28 22:00:00,600.742531948973,"STRT"
2019-06-28 22:15:00,612.002163245622,"STRT"
2019-06-28 22:30:00,612.002163245622,"STRT"
2019-06-28 22:45:00,615.755373677838,"STRT"
2019-06-28 23:00:00,615.755373677838,"STRT"
2019-06-28 23:15:00,619.508584110054,"STRT"
2019-06-28 23:30:00,627.015004974486,"STRT"
2019-06-28 23:45:00,615.755373677838,"STRT"
2019-06-29 00:00:00,615.755373677838,"STRT"
2019-06-29 00:15:00,612.002163245622,"STRT"
2019-06-29 00:30:00,604.49574238119,"STRT"
2019-06-29 00:45:00,604.49574238119,"STRT"
2019-06-29 01:00:00,615.755373677838,"STRT"
2019-06-29 01:15:00,619.508584110054,"STRT"
2019-06-29 01:30:00,604.49574238119,"STRT"
2019-06-29 01:45:00,627.015004974486,"STRT"
2019-06-29 02:00:00,623.26179454227,"STRT"
2019-06-29 02:15:00,612.002163245622,"STRT"
2019-06-29 02:30:00,615.755373677838,"STRT"
2019-06-29 02:45:00,634.521425838919,"STRT"
2019-06-29 03:00:00,623.26179454227,"STRT"
2019-06-29 03:15:00,623.26179454227,"STRT"
2019-06-29 03:30:00,630.768215406702,"STRT"
2019-06-29 03:45:00,615.755373677838,"STRT"
2019-06-29 04:00:00,619.508584110054,"STRT"
2019-06-29 04:15:00,615.755373677838,"STRT"
2019-06-29 04:30:00,615.755373677838,"STRT"
2019-06-29 04:45:00,619.508584110054,"STRT"
2019-06-29 05:00:00,634.521425838919,"STRT"
2019-06-29 05:15:00,615.755373677838,"STRT"
2019-06-29 05:30:00,615.755373677838,"STRT"
2019-06-29 05:45:00,615.755373677838,"STRT"
2019-06-29 06:00:00,612.002163245622,"STRT"
2019-06-29 06:15:00,623.26179454227,"STRT"
2019-06-29 06:30:00,623.26179454227,"STRT"
2019-06-29 06:45:00,638.274636271135,"STRT"
2019-06-29 07:00:00,627.015004974486,"STRT"
2019-06-29 07:15:00,619.508584110054,"STRT"
2019-06-29 07:30:00,627.015004974486,"STRT"
2019-06-29 07:45:00,630.768215406702,"STRT"
2019-06-29 08:00:00,627.015004974486,"STRT"
2019-06-29 08:15:00,623.26179454227,"STRT"
2019-06-29 08:30:00,634.521425838919,"STRT"
2019-06-29 08:45:00,623.26179454227,"STRT"
2019-06-29 09:00:00,619.508584110054,"STRT"
2019-06-29 09:15:00,627.015004974486,"STRT"
2019-06-29 09:30:00,627.015004974486,"STRT"
2019-06-29 09:45:00,630.768215406702,"STRT"
2019-06-29 10:00:00,612.002163245622,"STRT"
2019-06-29 10:15:00,604.49574238119,"STRT"
2019-06-29 10:30:00,608.248952813406,"STRT"
2019-06-29 10:45:00,608.248952813406,"STRT"
2019-06-29 11:00:00,596.989321516757,"STRT"
2019-06-29 11:15:00,604.49574238119,"STRT"
2019-06-29 11:30:00,608.248952813406,"STRT"
2019-06-29 11:45:00,596.989321516757,"STRT"
2019-06-29 12:00:00,600.742531948973,"STRT"
2019-06-29 12:15:00,596.989321516757,"STRT"
2019-06-29 12:30:00,593.236111084541,"STRT"
2019-06-29 12:45:00,589.482900652325,"STRT"
2019-06-29 13:00:00,600.742531948973,"STRT"
2019-06-29 13:15:00,608.248952813406,"STRT"
2019-06-29 13:30:00,589.482900652325,"STRT"
2019-06-29 13:45:00,593.236111084541,"STRT"
2019-06-29 14:00:00,578.223269355677,"STRT"
2019-06-29 14:15:00,600.742531948973,"STRT"
2019-06-29 14:30:00,604.49574238119,"STRT"
2019-06-29 14:45:00,581.976479787893,"STRT"
2019-06-29 15:00:00,581.976479787893,"STRT"
2019-06-29 15:15:00,593.236111084541,"STRT"
2019-06-29 15:30:00,593.236111084541,"STRT"
2019-06-29 15:45:00,578.223269355677,"STRT"
2019-06-29 16:00:00,578.223269355677,"STRT"
2019-06-29 16:15:00,574.470058923461,"STRT"
2019-06-29 16:30:00,581.976479787893,"STRT"
2019-06-29 16:45:00,570.716848491245,"STRT"
2019-06-29 17:00:00,570.716848491245,"STRT"
2019-06-29 17:15:00,566.963638059028,"STRT"
2019-06-29 17:30:00,574.470058923461,"STRT"
2019-06-29 17:45:00,559.457217194596,"STRT"
2019-06-29 18:00:00,574.470058923461,"STRT"
2019-06-29 18:15:00,563.210427626812,"STRT"
2019-06-29 18:30:00,566.963638059028,"STRT"
2019-06-29 18:45:00,570.716848491245,"STRT"
2019-06-29 19:00:00,559.457217194596,"STRT"
2019-06-29 19:15:00,566.963638059028,"STRT"
2019-06-29 19:30:00,578.223269355677,"STRT"
2019-06-29 19:45:00,566.963638059028,"STRT"
2019-06-29 20:00:00,570.716848491245,"STRT"
2019-06-29 20:15:00,570.716848491245,"STRT"
2019-06-29 20:30:00,570.716848491245,"STRT"
2019-06-29 20:45:00,574.470058923461,"STRT"
2019-06-29 21:00:00,593.236111084541,"STRT"
2019-06-29 21:15:00,596.989321516757,"STRT"
2019-06-29 21:30:00,593.236111084541,"STRT"
2019-06-29 21:45:00,585.729690220109,"STRT"
2019-06-29 22:00:00,585.729690220109,"STRT"
2019-06-29 22:15:00,589.482900652325,"STRT"
2019-06-29 22:30:00,585.729690220109,"STRT"
2019-06-29 22:45:00,608.248952813406,"STRT"
2019-06-29 23:00:00,589.482900652325,"STRT"
2019-06-29 23:15:00,604.49574238119,"STRT"
2019-06-29 23:30:00,604.49574238119,"STRT"
2019-06-29 23:45:00,604.49574238119,"STRT"
2019-06-30 00:00:00,593.236111084541,"STRT"
2019-06-30 00:15:00,608.248952813406,"STRT"
2019-06-30 00:30:00,612.002163245622,"STRT"
2019-06-30 00:45:00,604.49574238119,"STRT"
2019-06-30 01:00:00,608.248952813406,"STRT"
2019-06-30 01:15:00,608.248952813406,"STRT"
2019-06-30 01:30:00,604.49574238119,"STRT"
2019-06-30 01:45:00,623.26179454227,"STRT"
2019-06-30 02:00:00,612.002163245622,"STRT"
2019-06-30 02:15:00,600.742531948973,"STRT"
2019-06-30 02:30:00,604.49574238119,"STRT"
2019-06-30 02:45:00,608.248952813406,"STRT"
2019-06-30 03:00:00,600.742531948973,"STRT"
2019-06-30 03:15:00,600.742531948973,"STRT"
2019-06-30 03:30:00,619.508584110054,"STRT"
2019-06-30 03:45:00,604.49574238119,"STRT"
2019-06-30 04:00:00,608.248952813406,"STRT"
2019-06-30 04:15:00,604.49574238119,"STRT"
2019-06-30 04:30:00,600.742531948973,"STRT"
2019-06-30 04:45:00,596.989321516757,"STRT"
2019-06-30 05:00:00,612.002163245622,"STRT"
2019-06-30 05:15:00,604.49574238119,"STRT"
2019-06-30 05:30:00,619.508584110054,"STRT"
2019-06-30 05:45:00,615.755373677838,"STRT"
2019-06-30 06:00:00,612.002163245622,"STRT"
2019-06-30 06:15:00,608.248952813406,"STRT"
2019-06-30 06:30:00,623.26179454227,"STRT"
2019-06-30 06:45:00,627.015004974486,"STRT"
2019-06-30 07:00:00,608.248952813406,"STRT"
2019-06-30 07:15:00,623.26179454227,"STRT"
2019-06-30 07:30:00,612.002163245622,"STRT"
2019-06-30 07:45:00,615.755373677838,"STRT"
2019-06-30 08:00:00,608.248952813406,"STRT"
2019-06-30 08:15:00,623.26179454227,"STRT"
2019-06-30 08:30:00,612.002163245622,"STRT"
2019-06-30 08:45:00,612.002163245622,"STRT"
2019-06-30 09:00:00,612.002163245622,"STRT"
2019-06-30 09:15:00,623.26179454227,"STRT"
2019-06-30 09:30:00,615.755373677838,"STRT"
2019-06-30 09:45:00,612.002163245622,"STRT"
2019-06-30 10:00:00,612.002163245622,"STRT"
2019-06-30 10:15:00,600.742531948973,"STRT"
2019-06-30 10:30:00,612.002163245622,"STRT"
2019-06-30 10:45:00,615.755373677838,"STRT"
2019-06-30 11:00:00,596.989321516757,"STRT"
2019-06-30 11:15:00,600.742531948973,"STRT"
2019-06-30 11:30:00,585.729690220109,"STRT"
2019-06-30 11:45:00,581.976479787893,"STRT"
2019-06-30 12:00:00,585.729690220109,"STRT"
2019-06-30 12:15:00,585.729690220109,"STRT"
2019-06-30 12:30:00,581.976479787893,"STRT"
2019-06-30 12:45:00,574.470058923461,"STRT"
2019-06-30 13:00:00,570.716848491245,"STRT"
2019-06-30 13:15:00,578.223269355677,"STRT"
2019-06-30 13:30:00,578.223269355677,"STRT"
2019-06-30 13:45:00,563.210427626812,"STRT"
2019-06-30 14:00:00,585.729690220109,"STRT"
2019-06-30 14:15:00,574.470058923461,"STRT"
2019-06-30 14:30:00,559.457217194596,"STRT"
2019-06-30 14:45:00,570.716848491245,"STRT"
2019-06-30 15:00:00,566.963638059028,"STRT"
2019-06-30 15:15:00,563.210427626812,"STRT"
2019-06-30 15:30:00,578.223269355677,"STRT"
2019-06-30 15:45:00,555.70400676238,"STRT"
2019-06-30 16:00:00,563.210427626812,"STRT"
2019-06-30 16:15:00,555.70400676238,"STRT"
2019-06-30 16:30:00,555.70400676238,"STRT"
2019-06-30 16:45:00,559.457217194596,"STRT"
2019-06-30 17:00:00,570.716848491245,"STRT"
2019-06-30 17:15:00,563.210427626812,"STRT"
2019-06-30 17:30:00,566.963638059028,"STRT"
2019-06-30 17:45:00,589.482900652325,"STRT"
2019-06-30 18:00:00,570.716848491245,"STRT"
2019-06-30 18:15:00,574.470058923461,"STRT"
2019-06-30 18:30:00,559.457217194596,"STRT"
2019-06-30 18:45:00,551.950796330164,"STRT"
2019-06-30 19:00:00,566.963638059028,"STRT"
2019-06-30 19:15:00,574.470058923461,"STRT"
2019-06-30 19:30:00,563.210427626812,"STRT"
2019-06-30 19:45:00,566.963638059028,"STRT"
2019-06-30 20:00:00,559.457217194596,"STRT"
2019-06-30 20:15:00,563.210427626812,"STRT"
2019-06-30 20:30:00,570.716848491245,"STRT"
2019-06-30 20:45:00,570.716848491245,"STRT"
2019-06-30 21:00:00,563.210427626812,"STRT"
2019-06-30 21:15:00,578.223269355677,"STRT"
2019-06-30 21:30:00,570.716848491245,"STRT"
2019-06-30 21:45:00,578.223269355677,"STRT"
2019-06-30 22:00:00,551.950796330164,"STRT"
2019-06-30 22:15:00,555.70400676238,"STRT"
2019-06-30 22:30:00,559.457217194596,"STRT"
2019-06-30 22:45:00,544.444375465732,"STRT"
2019-06-30 23:00:00,551.950796330164,"STRT"
2019-06-30 23:15:00,548.197585897948,"STRT"
2019-06-30 23:30:00,559.457217194596,"STRT"
2019-06-30 23:45:00,555.70400676238,"STRT"
2019-07-01 00:00:00,559.457217194596,"STRT"
2019-07-01 00:15:00,551.950796330164,"STRT"
2019-07-01 00:30:00,551.950796330164,"STRT"
2019-07-01 00:45:00,544.444375465732,"STRT"
2019-07-01 01:00:00,578.223269355677,"STRT"
2019-07-01 01:15:00,566.963638059028,"STRT"
2019-07-01 01:30:00,559.457217194596,"STRT"
2019-07-01 01:45:00,548.197585897948,"STRT"
2019-07-01 02:00:00,536.9379546013,"STRT"
2019-07-01 02:15:00,555.70400676238,"STRT"
2019-07-01 02:30:00,578.223269355677,"STRT"
2019-07-01 02:45:00,593.236111084541,"STRT"
2019-07-01 03:00:00,589.482900652325,"STRT"
2019-07-01 03:15:00,596.989321516757,"STRT"
2019-07-01 03:30:00,581.976479787893,"STRT"
2019-07-01 03:45:00,596.989321516757,"STRT"
2019-07-01 04:00:00,589.482900652325,"STRT"
2019-07-01 04:15:00,589.482900652325,"STRT"
2019-07-01 04:30:00,596.989321516757,"STRT"
2019-07-01 04:45:00,589.482900652325,"STRT"
2019-07-01 05:00:00,589.482900652325,"STRT"
2019-07-01 05:15:00,563.210427626812,"STRT"
2019-07-01 05:30:00,589.482900652325,"STRT"
2019-07-01 05:45:00,589.482900652325,"STRT"
2019-07-01 06:00:00,596.989321516757,"STRT"
2019-07-01 06:15:00,596.989321516757,"STRT"
2019-07-01 06:30:00,593.236111084541,"STRT"
2019-07-01 06:45:00,604.49574238119,"STRT"
2019-07-01 07:00:00,589.482900652325,"STRT"
2019-07-01 07:15:00,596.989321516757,"STRT"
2019-07-01 07:30:00,593.236111084541,"STRT"
2019-07-01 07:45:00,589.482900652325,"STRT"
2019-07-01 08:00:00,581.976479787893,"STRT"
2019-07-01 08:15:00,578.223269355677,"STRT"
2019-07-01 08:30:00,578.223269355677,"STRT"
2019-07-01 08:45:00,589.482900652325,"STRT"
2019-07-01 09:00:00,600.742531948973,"STRT"
2019-07-01 09:15:00,600.742531948973,"STRT"
2019-07-01 09:30:00,604.49574238119,"STRT"
2019-07-01 09:45:00,596.989321516757,"STRT"
2019-07-01 10:00:00,589.482900652325,"STRT"
2019-07-01 10:15:00,589.482900652325,"STRT"
2019-07-01 10:30:00,585.729690220109,"STRT"
2019-07-01 10:45:00,593.236111084541,"STRT"
2019-07-01 11:00:00,566.963638059028,"STRT"
2019-07-01 11:15:00,596.989321516757,"STRT"
2019-07-01 11:30:00,581.976479787893,"STRT"
2019-07-01 11:45:00,581.976479787893,"STRT"
2019-07-01 12:00:00,578.223269355677,"STRT"
2019-07-01 12:15:00,589.482900652325,"STRT"
2019-07-01 12:30:00,581.976479787893,"STRT"
2019-07-01 12:45:00,589.482900652325,"STRT"
2019-07-01 13:00:00,596.989321516757,"STRT"
2019-07-01 13:15:00,578.223269355677,"STRT"
2019-07-01 13:30:00,566.963638059028,"STRT"
2019-07-01 13:45:00,566.963638059028,"STRT"
2019-07-01 14:00:00,581.976479787893,"STRT"
2019-07-01 14:15:00,581.976479787893,"STRT"
2019-07-01 14:30:00,574.470058923461,"STRT"
2019-07-01 14:45:00,566.963638059028,"STRT"
2019-07-01 15:00:00,566.963638059028,"STRT"
2019-07-01 15:15:00,566.963638059028,"STRT"
2019-07-01 15:30:00,589.482900652325,"STRT"
2019-07-01 15:45:00,570.716848491245,"STRT"
2019-07-01 16:00:00,570.716848491245,"STRT"
2019-07-01 16:15:00,559.457217194596,"STRT"
2019-07-01 16:30:00,559.457217194596,"STRT"
2019-07-01 16:45:00,566.963638059028,"STRT"
2019-07-01 17:00:00,581.976479787893,"STRT"
2019-07-01 17:15:00,574.470058923461,"STRT"
2019-07-01 17:30:00,566.963638059028,"STRT"
2019-07-01 17:45:00,570.716848491245,"STRT"
2019-07-01 18:00:00,578.223269355677,"STRT"
2019-07-01 18:15:00,581.976479787893,"STRT"
2019-07-01 18:30:00,585.729690220109,"STRT"
2019-07-01 18:45:00,574.470058923461,"STRT"
2019-07-01 19:00:00,563.210427626812,"STRT"
2019-07-01 19:15:00,581.976479787893,"STRT"
2019-07-01 19:30:00,570.716848491245,"STRT"
2019-07-01 19:45:00,566.963638059028,"STRT"
2019-07-01 20:00:00,559.457217194596,"STRT"
2019-07-01 20:15:00,581.976479787893,"STRT"
2019-07-01 20:30:00,574.470058923461,"STRT"
2019-07-01 20:45:00,574.470058923461,"STRT"
2019-07-01 21:00:00,585.729690220109,"STRT"
2019-07-01 21:15:00,585.729690220109,"STRT"
2019-07-01 21:30:00,585.729690220109,"STRT"
2019-07-01 21:45:00,596.989321516757,"STRT"
2019-07-01 22:00:00,570.716848491245,"STRT"
2019-07-01 22:15:00,578.223269355677,"STRT"
2019-07-01 22:30:00,585.729690220109,"STRT"
2019-07-01 22:45:00,593.236111084541,"STRT"
2019-07-01 23:00:00,566.963638059028,"STRT"
2019-07-01 23:15:00,578.223269355677,"STRT"
2019-07-01 23:30:00,578.223269355677,"STRT"
2019-07-01 23:45:00,593.236111084541,"STRT"
2019-07-02 00:00:00,589.482900652325,"STRT"
2019-07-02 00:15:00,589.482900652325,"STRT"
2019-07-02 00:30:00,585.729690220109,"STRT"
2019-07-02 00:45:00,585.729690220109,"STRT"
2019-07-02 01:00:00,589.482900652325,"STRT"
2019-07-02 01:15:00,578.223269355677,"STRT"
2019-07-02 01:30:00,574.470058923461,"STRT"
2019-07-02 01:45:00,585.729690220109,"STRT"
2019-07-02 02:00:00,593.236111084541,"STRT"
2019-07-02 02:15:00,581.976479787893,"STRT"
2019-07-02 02:30:00,585.729690220109,"STRT"
2019-07-02 02:45:00,581.976479787893,"STRT"
2019-07-02 03:00:00,589.482900652325,"STRT"
2019-07-02 03:15:00,589.482900652325,"STRT"
2019-07-02 03:30:00,589.482900652325,"STRT"
2019-07-02 03:45:00,585.729690220109,"STRT"
2019-07-02 04:00:00,589.482900652325,"STRT"
2019-07-02 04:15:00,600.742531948973,"STRT"
2019-07-02 04:30:00,593.236111084541,"STRT"
2019-07-02 04:45:00,578.223269355677,"STRT"
2019-07-02 05:00:00,585.729690220109,"STRT"
2019-07-02 05:15:00,581.976479787893,"STRT"
2019-07-02 05:30:00,589.482900652325,"STRT"
2019-07-02 05:45:00,585.729690220109,"STRT"
2019-07-02 06:00:00,578.223269355677,"STRT"
2019-07-02 06:15:00,581.976479787893,"STRT"
2019-07-02 06:30:00,585.729690220109,"STRT"
2019-07-02 06:45:00,596.989321516757,"STRT"
2019-07-02 07:00:00,593.236111084541,"STRT"
2019-07-02 07:15:00,589.482900652325,"STRT"
2019-07-02 07:30:00,581.976479787893,"STRT"
2019-07-02 07:45:00,578.223269355677,"STRT"
2019-07-02 08:00:00,574.470058923461,"STRT"
2019-07-02 08:15:00,589.482900652325,"STRT"
2019-07-02 08:30:00,581.976479787893,"STRT"
2019-07-02 08:45:00,570.716848491245,"STRT"
2019-07-02 09:00:00,570.716848491245,"STRT"
2019-07-02 09:15:00,585.729690220109,"STRT"
2019-07-02 09:30:00,581.976479787893,"STRT"
2019-07-02 09:45:00,585.729690220109,"STRT"
2019-07-02 10:00:00,570.716848491245,"STRT"
2019-07-02 10:15:00,574.470058923461,"STRT"
2019-07-02 10:30:00,566.963638059028,"STRT"
2019-07-02 10:45:00,570.716848491245,"STRT"
2019-07-02 11:00:00,563.210427626812,"STRT"
2019-07-02 11:15:00,574.470058923461,"STRT"
2019-07-02 11:30:00,563.210427626812,"STRT"
2019-07-02 11:45:00,566.963638059028,"STRT"
2019-07-02 12:00:00,570.716848491245,"STRT"
2019-07-02 12:15:00,581.976479787893,"STRT"
2019-07-02 12:30:00,566.963638059028,"STRT"
2019-07-02 12:45:00,548.197585897948,"STRT"
2019-07-02 13:00:00,559.457217194596,"STRT"
2019-07-02 13:15:00,566.963638059028,"STRT"
2019-07-02 13:30:00,578.223269355677,"STRT"
